Character,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,172,7,What You Leave Behind (parts 1 & 2)
KIRA,0,15,0,0,0,31,0,0,4,0,6,36,0,15,0,0,1,0,0,0,63,172,7,What You Leave Behind (parts 1 & 2)
MARTOK,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,4,0,7,172,7,What You Leave Behind (parts 1 & 2)
NOG,1,0,0,0,3,0,0,0,6,0,0,2,4,0,0,19,0,0,2,0,22,172,7,What You Leave Behind (parts 1 & 2)
ODO,0,0,0,0,2,7,2,0,36,0,2,0,1,12,0,15,0,0,3,0,51,172,7,What You Leave Behind (parts 1 & 2)
O'BRIEN,37,0,0,0,0,0,1,11,0,0,4,1,2,0,0,10,0,0,4,0,43,172,7,What You Leave Behind (parts 1 & 2)
QUARK,1,0,0,0,0,0,0,0,15,0,0,12,0,0,0,1,0,0,0,0,29,172,7,What You Leave Behind (parts 1 & 2)
SISKO,2,0,0,10,9,0,5,0,0,3,19,15,10,1,0,4,0,0,13,0,78,172,7,What You Leave Behind (parts 1 & 2)
WEYOUN,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,41,172,7,What You Leave Behind (parts 1 & 2)
WINN,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,30,172,7,What You Leave Behind (parts 1 & 2)
WORF,3,0,0,0,13,0,1,0,0,4,2,3,4,0,0,13,0,0,0,0,24,172,7,What You Leave Behind (parts 1 & 2)
